/99?category=194983,260,245,00:05:35,33,18.18%,21.92%,$0.00
/133?category=355335,257,257,00:01:00,6,50.00%,28.40%,$0.00
/44?category=292650,251,212,00:02:00,15,40.00%,30.28%,$0.00
/41?category=292650,248,206,00:01:12,12,25.00%,18.15%,$0.00
/search/fgets,248,197,00:00:16,42,21.43%,7.26%,$0.00
/112?category=292653,242,200,00:02:11,15,60.00%,26.45%,$0.00
/search/strcmp,236,163,00:00:07,33,9.09%,3.81%,$0.00
/archive/201508,221,188,00:00:11,6,0.00%,4.07%,$0.00
/search/fopen,215,175,00:00:12,24,0.00%,1.40%,$0.00
/175?category=391550,212,200,00:01:47,18,66.67%,31.60%,$0.00
/search/strcpy,209,133,00:00:05,21,14.29%,1.44%,$0.00
/archive/201707,206,178,00:00:39,12,0.00%,13.11%,$0.00
/143?category=391549,203,175,00:02:19,15,60.00%,19.21%,$0.00
/45?category=292650,203,178,00:01:39,9,33.33%,25.12%,$0.00
/15,200,182,00:01:23,136,51.47%,41.00%,$0.00
/37?category=292650,200,169,00:02:14,21,14.29%,25.50%,$0.00
/170,197,175,00:02:32,85,82.35%,47.72%,$0.00
/171,197,185,00:01:02,130,90.77%,72.08%,$0.00
/38?category=292650,197,163,00:03:36,21,42.86%,35.53%,$0.00
/search/scanf,197,118,00:00:14,12,0.00%,3.05%,$0.00
/142?category=391402,188,182,00:00:53,6,100.00%,19.15%,$0.00
/110?category=292653,185,172,00:01:47,6,0.00%,30.81%,$0.00
/156,175,163,00:02:01,109,80.73%,62.29%,$0.00
/category/?page=7,175,142,00:00:37,6,0.00%,6.86%,$0.00
/118?category=292653,169,154,00:00:57,6,0.00%,15.98%,$0.00
/153,169,160,00:00:51,67,76.12%,50.30%,$0.00
/79?category=292651,166,148,00:03:13,3,0.00%,27.11%,$0.00
/archive/201607,163,151,00:00:48,9,0.00%,9.20%,$0.00
/65?category=292650,154,145,00:02:50,0,0.00%,43.51%,$0.00
/101?category=292651,151,139,00:02:17,15,100.00%,33.77%,$0.00
/104?category=292651,151,148,00:04:55,100,97.00%,72.19%,$0.00
/152,151,139,00:03:35,79,81.01%,58.28%,$0.00
/68?category=292650,151,136,00:01:34,15,40.00%,48.34%,$0.00
/150,148,130,00:01:46,36,83.33%,36.49%,$0.00
/search/strstr,148,118,00:00:07,30,0.00%,0.00%,$0.00
/search/fscanf,145,97,00:00:06,9,0.00%,2.07%,$0.00
/40?category=292650,142,115,00:04:04,6,50.00%,27.46%,$0.00
/81?category=292651,142,118,00:02:00,15,60.00%,25.35%,$0.00
/sharebutton.to,142,48,00:00:00,48,0.00%,33.80%,$0.00
/132?category=292652,139,136,00:02:40,12,25.00%,30.22%,$0.00
/36?category=292650,139,118,00:02:08,6,50.00%,30.22%,$0.00
/80?category=292651,139,118,00:03:29,18,83.33%,38.85%,$0.00
/search/fread,139,97,00:00:11,3,0.00%,0.00%,$0.00
/category/C Reference/assert.h (cassert),136,133,00:00:07,0,0.00%,8.82%,$0.00
/search/strtok,136,118,00:00:11,36,8.33%,2.21%,$0.00
/102?category=292651,133,124,00:03:01,15,60.00%,40.60%,$0.00
/108?category=292653,133,115,00:00:57,6,50.00%,22.56%,$0.00
/174?category=391550,133,115,00:01:46,6,100.00%,27.07%,$0.00
/category/?page=2,130,109,00:00:07,0,0.00%,2.31%,$0.00
/59?category=292650,127,127,00:01:25,12,50.00%,44.88%,$0.00
/76?category=292651,127,115,00:01:48,9,33.33%,21.26%,$0.00
/search/구조체,127,67,00:00:08,24,0.00%,0.00%,$0.00
/category/?page=3,124,91,00:00:47,0,0.00%,7.26%,$0.00
/69?category=292650,121,106,00:02:25,9,33.33%,34.71%,$0.00
/category/C++ Reference/IOstream?page=1,121,61,00:00:47,0,0.00%,0.00%,$0.00
/search/fseek,121,73,00:00:05,18,0.00%,4.96%,$0.00
/48?category=292650,118,94,00:01:21,3,100.00%,30.51%,$0.00
/search/c언어,118,97,00:00:22,27,66.67%,17.80%,$0.00
/106?category=292651,115,94,00:01:03,0,0.00%,26.09%,$0.00
/115?category=347872,115,106,00:00:27,0,0.00%,13.04%,$0.00
/search/sprintf,115,94,00:00:05,12,0.00%,0.00%,$0.00
/search/sscanf,115,85,00:00:04,15,0.00%,2.61%,$0.00
/208?category=518457,112,103,00:00:48,3,0.00%,16.07%,$0.00
/57?category=292650,112,103,00:03:29,12,75.00%,32.14%,$0.00
/58?category=292650,112,97,00:02:13,15,60.00%,26.79%,$0.00
/109?category=292653,109,100,00:00:47,6,0.00%,35.78%,$0.00
/72?category=292650,109,103,00:04:22,3,0.00%,27.52%,$0.00
